Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
8710,45.0,entrepreneur,married,unknown,no,no,no,telephone,jun,wed,46.0,16,999,0,nonexistent,no
8711,54.0,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,39.0,2,999,0,nonexistent,no
8712,35.0,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,wed,282.0,15,999,0,nonexistent,no
8713,49.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,112.0,4,999,0,nonexistent,no
8714,38.0,technician,married,university.degree,unknown,no,no,telephone,jun,wed,36.0,4,999,0,nonexistent,no
8715,55.0,retired,divorced,professional.course,no,yes,no,telephone,jun,wed,69.0,4,999,0,nonexistent,no
8716,27.0,technician,married,professional.course,no,yes,yes,telephone,jun,wed,,2,999,0,nonexistent,no
8717,54.0,technician,married,professional.course,no,yes,no,telephone,jun,wed,80.0,6,999,0,nonexistent,no
8718,25.0,services,single,high.school,no,no,yes,telephone,jun,wed,729.0,2,999,0,nonexistent,no
8719,40.0,technician,married,professional.course,no,no,no,telephone,jun,wed,389.0,5,999,0,nonexistent,no
8720,40.0,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,229.0,6,999,0,nonexistent,no
8721,47.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,624.0,2,999,0,nonexistent,no
8722,46.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,165.0,2,999,0,nonexistent,no
8723,46.0,,married,high.school,no,yes,no,telephone,jun,wed,216.0,2,999,0,nonexistent,no
8724,52.0,technician,married,high.school,unknown,yes,no,telephone,jun,wed,122.0,1,999,0,nonexistent,no
8725,30.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,201.0,2,999,0,nonexistent,no
8726,39.0,admin.,single,high.school,no,no,no,telephone,jun,wed,172.0,2,999,0,nonexistent,no
8727,54.0,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,79.0,10,999,0,nonexistent,no
8728,36.0,technician,married,basic.9y,no,yes,yes,telephone,jun,wed,702.0,2,999,0,nonexistent,no
8729,33.0,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,wed,112.0,4,999,0,nonexistent,no
8730,37.0,blue-collar,single,unknown,no,no,no,telephone,jun,wed,65.0,10,999,0,nonexistent,no
8731,59.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,361.0,1,999,0,nonexistent,no
8732,37.0,,married,basic.4y,no,yes,no,telephone,jun,wed,140.0,2,999,0,nonexistent,no
8733,38.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,382.0,3,999,0,nonexistent,no
8734,33.0,technician,divorced,professional.course,no,no,no,telephone,jun,wed,128.0,1,999,0,nonexistent,no
8735,34.0,services,married,university.degree,no,no,no,telephone,jun,wed,175.0,1,999,0,nonexistent,no
8736,38.0,technician,married,professional.course,no,no,no,telephone,jun,wed,147.0,1,999,0,nonexistent,no
8737,42.0,blue-collar,married,basic.6y,no,no,yes,telephone,jun,wed,292.0,1,999,0,nonexistent,no
8738,27.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,235.0,1,999,0,nonexistent,no
8739,22.0,services,single,high.school,no,no,no,telephone,jun,wed,156.0,1,999,0,nonexistent,no
8740,26.0,services,married,high.school,no,no,yes,telephone,jun,wed,570.0,11,999,0,nonexistent,no
8741,51.0,technician,divorced,professional.course,no,no,no,telephone,jun,thu,399.0,3,999,0,nonexistent,no
8742,51.0,admin.,married,high.school,no,no,yes,telephone,jun,thu,222.0,1,999,0,nonexistent,no
8743,40.0,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,243.0,1,999,0,nonexistent,no
8744,35.0,services,divorced,high.school,no,yes,no,telephone,jun,thu,,1,999,0,nonexistent,no
8745,54.0,admin.,married,high.school,no,yes,no,telephone,jun,thu,243.0,1,999,0,nonexistent,no
8746,43.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,88.0,1,999,0,nonexistent,no
8747,36.0,technician,married,professional.course,no,no,no,telephone,jun,thu,38.0,1,999,0,nonexistent,no
8748,45.0,services,married,high.school,unknown,no,no,telephone,jun,thu,379.0,1,999,0,nonexistent,no
8749,32.0,self-employed,married,university.degree,no,no,no,telephone,jun,thu,178.0,1,999,0,nonexistent,no
8750,39.0,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,thu,27.0,1,999,0,nonexistent,no
8751,36.0,admin.,divorced,high.school,no,no,no,telephone,jun,thu,80.0,1,999,0,nonexistent,no
8752,44.0,entrepreneur,single,university.degree,no,no,no,telephone,jun,thu,75.0,1,999,0,nonexistent,no
8753,37.0,blue-collar,married,professional.course,no,yes,no,telephone,jun,thu,65.0,1,999,0,nonexistent,no
8754,37.0,blue-collar,married,professional.course,no,yes,no,telephone,jun,thu,168.0,1,999,0,nonexistent,no
8755,36.0,blue-collar,married,unknown,no,no,no,telephone,jun,thu,179.0,1,999,0,nonexistent,no
8756,46.0,self-employed,married,basic.9y,unknown,no,no,telephone,jun,thu,49.0,1,999,0,nonexistent,no
8757,58.0,blue-collar,married,professional.course,unknown,no,yes,telephone,jun,thu,25.0,1,999,0,nonexistent,no
8758,34.0,management,married,university.degree,no,no,no,telephone,jun,thu,221.0,1,999,0,nonexistent,no
8759,45.0,unknown,married,unknown,no,no,no,telephone,jun,thu,484.0,8,999,0,nonexistent,no
8760,43.0,technician,married,professional.course,no,no,no,telephone,jun,thu,119.0,2,999,0,nonexistent,no
8761,34.0,management,married,university.degree,no,yes,no,telephone,jun,thu,773.0,1,999,0,nonexistent,no
8762,45.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,135.0,1,999,0,nonexistent,no
8763,23.0,services,single,,unknown,no,no,telephone,jun,thu,169.0,1,999,0,nonexistent,no
8764,33.0,admin.,single,professional.course,no,no,no,telephone,jun,thu,104.0,1,999,0,nonexistent,no
8765,45.0,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,870.0,11,999,0,nonexistent,no
8766,26.0,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,400.0,2,999,0,nonexistent,no
8767,52.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,112.0,2,999,0,nonexistent,no
8768,34.0,admin.,married,university.degree,no,no,no,telephone,jun,thu,283.0,1,999,0,nonexistent,no
8769,31.0,services,single,professional.course,no,no,no,telephone,jun,thu,56.0,1,999,0,nonexistent,no
8770,31.0,,single,professional.course,no,no,no,telephone,jun,thu,224.0,1,999,0,nonexistent,no
8771,54.0,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,172.0,1,999,0,nonexistent,no
8772,35.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,636.0,1,999,0,nonexistent,no
8773,53.0,technician,married,unknown,no,no,no,telephone,jun,thu,40.0,1,999,0,nonexistent,no
8774,37.0,admin.,married,university.degree,no,no,no,telephone,jun,thu,63.0,1,999,0,nonexistent,no
8775,34.0,services,married,high.school,unknown,yes,no,telephone,jun,thu,396.0,1,999,0,nonexistent,no
8776,49.0,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,487.0,1,999,0,nonexistent,no
8777,55.0,housemaid,divorced,university.degree,no,yes,no,telephone,jun,thu,221.0,1,999,0,nonexistent,no
8778,30.0,blue-collar,single,unknown,no,no,no,telephone,jun,thu,116.0,1,999,0,nonexistent,no
8779,30.0,blue-collar,single,unknown,no,yes,no,telephone,jun,thu,400.0,1,999,0,nonexistent,no
8780,45.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,222.0,1,999,0,nonexistent,no
8781,35.0,blue-collar,married,unknown,no,no,yes,telephone,jun,thu,78.0,1,999,0,nonexistent,no
8782,35.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,92.0,1,999,0,nonexistent,no
8783,52.0,retired,married,high.school,no,no,no,telephone,jun,thu,48.0,2,999,0,nonexistent,no
8784,35.0,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,97.0,1,999,0,nonexistent,no
8785,,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,69.0,1,999,0,nonexistent,no
8786,48.0,admin.,single,university.degree,no,yes,no,telephone,jun,thu,333.0,2,999,0,nonexistent,no
8787,28.0,,single,university.degree,no,yes,no,telephone,jun,thu,78.0,6,999,0,nonexistent,no
8788,24.0,admin.,single,high.school,no,no,no,telephone,jun,thu,131.0,1,999,0,nonexistent,no
8789,32.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,155.0,1,999,0,nonexistent,no
8790,40.0,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,thu,397.0,1,999,0,nonexistent,no
8791,41.0,housemaid,married,high.school,no,yes,no,telephone,jun,thu,41.0,1,999,0,nonexistent,no
8792,46.0,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,93.0,1,999,0,nonexistent,no
8793,29.0,,single,high.school,no,yes,no,telephone,jun,thu,133.0,1,999,0,nonexistent,no
8794,46.0,admin.,single,university.degree,no,no,no,telephone,jun,thu,57.0,6,999,0,nonexistent,no
8795,36.0,technician,married,professional.course,no,yes,no,telephone,jun,thu,21.0,1,999,0,nonexistent,no
8796,32.0,,married,university.degree,no,no,no,telephone,jun,thu,47.0,1,999,0,nonexistent,no
8797,48.0,admin.,married,high.school,no,yes,yes,telephone,jun,thu,89.0,1,999,0,nonexistent,no
8798,41.0,services,divorced,basic.9y,no,yes,no,telephone,jun,thu,163.0,1,999,0,nonexistent,no
8799,50.0,housemaid,married,unknown,no,yes,no,telephone,jun,thu,86.0,1,999,0,nonexistent,no
8800,41.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,142.0,2,999,0,nonexistent,no
8801,28.0,,single,professional.course,unknown,no,no,telephone,jun,thu,492.0,2,999,0,nonexistent,no
8802,41.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,thu,327.0,2,999,0,nonexistent,no
8803,30.0,technician,married,university.degree,unknown,no,no,telephone,jun,thu,189.0,1,999,0,nonexistent,no
8804,42.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,812.0,1,999,0,nonexistent,yes
8805,52.0,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,73.0,1,999,0,nonexistent,no
8806,46.0,admin.,married,,no,no,no,telephone,jun,thu,428.0,1,999,0,nonexistent,no
8807,41.0,technician,married,basic.6y,no,no,no,telephone,jun,thu,41.0,1,999,0,nonexistent,no
8808,23.0,services,single,professional.course,unknown,no,no,telephone,jun,thu,202.0,1,999,0,nonexistent,no
8809,28.0,unknown,single,unknown,unknown,yes,no,telephone,jun,thu,169.0,1,999,0,nonexistent,no
8810,33.0,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,271.0,1,999,0,nonexistent,no
8811,45.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,232.0,1,999,0,nonexistent,no
8812,38.0,services,married,high.school,unknown,no,no,telephone,jun,thu,305.0,5,999,0,nonexistent,no
8813,44.0,management,married,university.degree,no,no,no,telephone,jun,thu,175.0,1,999,0,nonexistent,no
8814,30.0,technician,single,professional.course,no,unknown,unknown,telephone,jun,thu,67.0,1,999,0,nonexistent,no
8815,26.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,thu,81.0,2,999,0,nonexistent,no
8816,57.0,retired,single,professional.course,no,no,no,telephone,jun,thu,647.0,1,999,0,nonexistent,no
8817,52.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,thu,910.0,2,999,0,nonexistent,yes
8818,30.0,blue-collar,single,unknown,no,no,no,telephone,jun,thu,65.0,2,999,0,nonexistent,no
8819,35.0,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,21.0,1,999,0,nonexistent,no
8820,58.0,admin.,married,unknown,unknown,no,no,telephone,jun,thu,292.0,1,999,0,nonexistent,no
8821,46.0,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,1446.0,1,999,0,nonexistent,yes
8822,26.0,admin.,single,high.school,no,no,no,telephone,jun,thu,463.0,1,999,0,nonexistent,no
8823,52.0,self-employed,married,basic.4y,unknown,no,no,telephone,jun,thu,60.0,1,999,0,nonexistent,no
8824,48.0,management,married,university.degree,no,yes,no,telephone,jun,thu,141.0,1,999,0,nonexistent,no
8825,45.0,admin.,married,basic.9y,unknown,yes,no,telephone,jun,thu,60.0,1,999,0,nonexistent,no
8826,49.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,1149.0,2,999,0,nonexistent,yes
8827,58.0,retired,married,basic.4y,unknown,yes,no,telephone,jun,thu,179.0,1,999,0,nonexistent,no
8828,31.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,166.0,2,999,0,nonexistent,no
8829,41.0,technician,married,professional.course,no,no,no,telephone,jun,thu,67.0,2,999,0,nonexistent,no
8830,27.0,admin.,single,university.degree,no,no,yes,telephone,jun,thu,263.0,2,999,0,nonexistent,no
8831,43.0,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,133.0,1,999,0,nonexistent,no
8832,33.0,services,married,high.school,no,yes,no,telephone,jun,thu,124.0,2,999,0,nonexistent,no
8833,40.0,entrepreneur,married,basic.9y,no,no,no,telephone,jun,thu,331.0,1,999,0,nonexistent,no
8834,36.0,self-employed,divorced,basic.4y,no,yes,no,telephone,jun,thu,174.0,1,999,0,nonexistent,no
8835,58.0,housemaid,married,basic.4y,no,yes,no,telephone,jun,thu,190.0,1,999,0,nonexistent,no
8836,43.0,unemployed,married,university.degree,unknown,yes,no,telephone,jun,thu,409.0,1,999,0,nonexistent,no
8837,31.0,admin.,married,basic.9y,no,no,no,telephone,jun,thu,145.0,1,999,0,nonexistent,no
8838,32.0,services,single,basic.9y,no,no,yes,telephone,jun,thu,139.0,1,999,0,nonexistent,no
8839,59.0,technician,married,unknown,unknown,unknown,unknown,telephone,jun,thu,247.0,2,999,0,nonexistent,no
8840,38.0,services,married,basic.4y,no,no,yes,telephone,jun,thu,90.0,1,999,0,nonexistent,no
8841,30.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,52.0,1,999,0,nonexistent,no
8842,40.0,admin.,divorced,high.school,no,no,no,telephone,jun,thu,170.0,1,999,0,nonexistent,no
8843,45.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,100.0,1,999,0,nonexistent,no
8844,46.0,admin.,married,basic.9y,unknown,yes,no,telephone,jun,thu,70.0,1,999,0,nonexistent,no
8845,41.0,,married,basic.9y,unknown,no,no,telephone,jun,thu,89.0,1,999,0,nonexistent,no
8846,31.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,91.0,1,999,0,nonexistent,no
8847,31.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,47.0,1,999,0,nonexistent,no
8848,41.0,management,married,university.degree,no,yes,no,telephone,jun,thu,52.0,8,999,0,nonexistent,no
8849,39.0,services,divorced,high.school,no,no,no,telephone,jun,thu,81.0,1,999,0,nonexistent,no
8850,30.0,self-employed,single,university.degree,no,no,no,telephone,jun,thu,39.0,1,999,0,nonexistent,no
8851,49.0,blue-collar,married,unknown,no,no,no,telephone,jun,thu,225.0,1,999,0,nonexistent,no
8852,56.0,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,thu,36.0,2,999,0,nonexistent,no
8853,,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,287.0,1,999,0,nonexistent,no
8854,53.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,627.0,1,999,0,nonexistent,no
8855,29.0,blue-collar,single,basic.6y,no,yes,no,telephone,jun,thu,83.0,1,999,0,nonexistent,no
8856,37.0,services,married,high.school,unknown,no,no,telephone,jun,thu,106.0,2,999,0,nonexistent,no
8857,52.0,technician,married,basic.9y,no,yes,no,telephone,jun,thu,166.0,2,999,0,nonexistent,no
8858,45.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,thu,264.0,1,999,0,nonexistent,no
8859,57.0,technician,divorced,basic.9y,no,no,no,telephone,jun,thu,,1,999,0,nonexistent,no
8860,57.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,452.0,1,999,0,nonexistent,no
8861,36.0,management,married,university.degree,no,no,no,telephone,jun,thu,22.0,1,999,0,nonexistent,no
8862,36.0,blue-collar,married,high.school,no,no,no,telephone,jun,thu,272.0,1,999,0,nonexistent,no
8863,50.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,152.0,1,999,0,nonexistent,no
8864,40.0,entrepreneur,married,basic.6y,unknown,no,no,telephone,jun,thu,85.0,2,999,0,nonexistent,no
8865,39.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,247.0,1,999,0,nonexistent,no
8866,28.0,technician,single,professional.course,no,no,no,telephone,jun,thu,508.0,2,999,0,nonexistent,yes
8867,40.0,management,married,university.degree,no,unknown,unknown,telephone,jun,thu,,1,999,0,nonexistent,no
8868,28.0,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,109.0,2,999,0,nonexistent,no
8869,39.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,414.0,1,999,0,nonexistent,no
8870,32.0,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,thu,107.0,1,999,0,nonexistent,no
8871,37.0,technician,married,high.school,unknown,yes,no,telephone,jun,thu,218.0,1,999,0,nonexistent,no
8872,49.0,entrepreneur,married,basic.4y,unknown,no,no,telephone,jun,thu,285.0,1,999,0,nonexistent,no
8873,49.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,290.0,1,999,0,nonexistent,no
8874,40.0,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,257.0,1,999,0,nonexistent,no
8875,57.0,services,married,high.school,unknown,no,yes,telephone,jun,thu,267.0,1,999,0,nonexistent,no
8876,42.0,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,150.0,2,999,0,nonexistent,no
8877,41.0,management,married,university.degree,no,no,no,telephone,jun,thu,21.0,1,999,0,nonexistent,no
8878,53.0,services,married,high.school,unknown,yes,no,telephone,jun,thu,108.0,1,999,0,nonexistent,no
8879,44.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,153.0,1,999,0,nonexistent,no
8880,47.0,technician,married,professional.course,no,no,no,telephone,jun,thu,202.0,1,999,0,nonexistent,no
8881,56.0,retired,married,basic.9y,unknown,yes,no,telephone,jun,thu,60.0,20,999,0,nonexistent,no
8882,40.0,services,divorced,high.school,no,no,no,telephone,jun,thu,265.0,2,999,0,nonexistent,no
8883,31.0,blue-collar,single,basic.4y,no,no,no,telephone,jun,thu,590.0,3,999,0,nonexistent,yes
8884,45.0,housemaid,married,professional.course,unknown,yes,no,telephone,jun,thu,126.0,2,999,0,nonexistent,no
8885,56.0,technician,married,professional.course,unknown,no,no,telephone,jun,thu,48.0,2,999,0,nonexistent,no
8886,49.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,thu,234.0,2,999,0,nonexistent,no
8887,29.0,,divorced,basic.9y,no,yes,no,telephone,jun,thu,53.0,1,999,0,nonexistent,no
8888,39.0,admin.,married,university.degree,no,no,no,telephone,jun,thu,370.0,2,999,0,nonexistent,no
8889,38.0,services,married,high.school,unknown,no,no,telephone,jun,thu,419.0,1,999,0,nonexistent,no
8890,58.0,retired,married,high.school,no,no,no,telephone,jun,thu,355.0,1,999,0,nonexistent,no
8891,37.0,blue-collar,married,high.school,no,no,no,telephone,jun,thu,280.0,1,999,0,nonexistent,no
8892,50.0,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,80.0,2,999,0,nonexistent,no
8893,59.0,retired,married,high.school,unknown,no,yes,telephone,jun,thu,222.0,1,999,0,nonexistent,no
8894,59.0,retired,married,,unknown,yes,no,telephone,jun,thu,251.0,1,999,0,nonexistent,no
8895,35.0,admin.,single,basic.4y,unknown,no,no,telephone,jun,thu,117.0,2,999,0,nonexistent,no
8896,31.0,,single,university.degree,no,yes,no,telephone,jun,thu,237.0,3,999,0,nonexistent,no
8897,41.0,management,married,unknown,unknown,no,yes,telephone,jun,thu,636.0,1,999,0,nonexistent,yes
8898,55.0,retired,married,professional.course,no,yes,no,telephone,jun,thu,147.0,1,999,0,nonexistent,no
8899,41.0,blue-collar,single,basic.4y,no,no,no,telephone,jun,thu,83.0,2,999,0,nonexistent,no
8900,42.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,164.0,2,999,0,nonexistent,no
8901,47.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,103.0,2,999,0,nonexistent,no
8902,42.0,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,280.0,1,999,0,nonexistent,no
8903,28.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,118.0,1,999,0,nonexistent,no
8904,54.0,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,80.0,2,999,0,nonexistent,no
8905,32.0,technician,single,high.school,no,yes,no,telephone,jun,thu,127.0,3,999,0,nonexistent,no
8906,59.0,unknown,married,,unknown,no,no,telephone,jun,thu,701.0,1,999,0,nonexistent,yes
8907,,technician,married,professional.course,no,yes,no,telephone,jun,thu,160.0,1,999,0,nonexistent,no
8908,31.0,housemaid,divorced,high.school,no,no,no,telephone,jun,thu,57.0,1,999,0,nonexistent,no
8909,39.0,services,married,high.school,no,no,no,telephone,jun,thu,227.0,1,999,0,nonexistent,no
